CHR	BP	ANNOTATE
chr3	169946115	NA
chr3	169951243	NA
chr3	169956971	NA
chr3	169957326	NA
chr3	169957356	NA
chr3	169957819	NA
chr3	169957882	NA
chr3	169958005	NA
chr3	169958303	NA
chr3	169958552	NA
chr3	169958855	NA
chr3	169958949	NA
chr3	169959375	NA
chr3	169959558	NA
chr3	169959574	NA
chr3	169960057	NA
chr3	169960224	NA
chr3	169962533	NA
chr3	169986066	NA
chr3	169988286	exonic
chr3	169991161	NA
chr3	169991224	NA
chr3	169999670	exonic
chr3	170006417	NA
chr3	170006531	NA
chr3	170007309	NA
chr3	170007530	NA
chr3	170007539	NA
chr3	170007893	NA
chr3	170007976	NA
chr3	170008092	NA
chr3	170008189	NA
chr3	170008487	NA
chr3	170008611	NA
chr3	170008652	NA
chr3	170009476	NA
chr3	170009601	NA
chr3	170010234	NA
chr3	170010309	NA
chr3	170021160	NA
chr3	170021646	NA
chr3	170021699	NA
chr3	170021944	NA
chr3	170022222	NA
chr3	170022310	NA
chr3	170022495	NA
chr3	170023571	NA
chr3	170026734	NA
chr3	170027997	NA
chr3	170062936	NA
chr3	170062959	NA
chr3	170064694	NA
chr3	170064776	NA
chr3	170072864	NA
chr3	170072884	NA
chr3	170073301	NA
chr3	170073339	NA
chr3	170073621	NA
chr3	170074236	NA
chr3	170074374	NA
chr3	170074517	NA
chr3	170074898	NA
chr3	170075134	NA
chr3	170075173	NA
chr3	170075246	NA
chr3	170075585	NA
chr3	170075701	NA
chr3	170075829	NA
chr3	170075833	NA
chr3	170076006	NA
chr3	170076246	NA
chr3	170076571	NA
chr3	170077713	NA
chr3	170077775	NA
chr3	170078232	exonic
chr3	170081470	NA
chr3	170110147	exonic
chr3	170110529	NA
chr3	170110952	NA
chr3	170112039	NA
chr3	170112307	NA
chr3	170113481	NA
chr3	170113533	NA
chr3	170113601	NA
chr3	170114078	NA
chr3	170114220	NA
chr3	170115516	NA
chr3	170135684	NA
chr3	170135700	NA
chr3	170135718	NA
chr3	170135766	NA
chr3	170136084	NA
chr3	170136470	NA
chr3	170136522	NA
chr3	170137321	NA
chr3	170137463	NA
chr3	170137561	NA
chr3	170137595	NA
chr3	170137834	NA
chr3	170138244	NA
chr3	170138701	NA
chr3	170138910	NA
chr3	170138934	NA
chr3	170139467	NA
chr3	170140153	NA
chr3	170140165	NA
chr3	170140293	NA
chr3	170140367	NA
chr3	170140792	NA
chr3	170140846	NA
chr3	170143829	NA
chr3	170150812	NA
chr3	170151165	NA
chr3	170151224	NA
chr3	170151548	NA
chr3	170152131	NA
chr3	170152372	NA
chr3	170176333	NA
chr3	170176335	NA
chr3	170177478	NA
chr3	170177479	NA
chr3	170177761	NA
chr3	170178055	NA
chr3	170178057	NA
chr3	170178305	NA
chr3	170178322	NA
chr3	170178577	NA
chr3	170178874	NA
chr3	170178980	NA
chr3	170178998	NA
chr3	170179582	NA
chr3	170179621	NA
chr3	170179772	NA
chr3	170179840	NA
chr3	170180004	NA
chr3	170180301	NA
chr3	170180706	NA
chr3	170180811	NA
chr3	170181143	NA
chr3	170181433	NA
chr3	170181636	NA
chr3	170181757	NA
chr3	170184129	NA
chr3	170184132	NA
chr3	170184933	exonic
chr3	170185283	NA
chr3	170185361	NA
chr3	170185624	NA
chr3	170185738	NA
chr3	170185750	NA
chr3	170185776	NA
chr3	170185994	NA
chr3	170186066	NA
chr3	170186779	NA
chr3	170187563	NA
chr3	170187805	NA
chr3	170188095	NA
chr3	170189171	NA
chr3	170194623	NA
chr3	170195337	NA
chr3	170195383	NA
chr3	170195386	NA
chr3	170198898	exonic
chr3	170198942	exonic
chr3	170210369	NA
chr3	170210500	NA
chr3	170210613	NA
chr3	170211288	NA
chr3	170217437	NA
chr3	170217439	NA
chr3	170224607	NA
chr3	170240173	NA
chr3	170244884	NA
chr3	170244995	NA
chr3	170245544	NA
chr3	170246683	NA
chr3	170332550	NA
chr3	170332626	NA
chr3	170332680	NA
chr3	170344332	NA
chr3	170349367	NA
chr3	170349420	NA
chr3	170350258	NA
chr3	170350824	NA
chr3	170350913	NA
chr3	170371676	NA
chr3	170377264	NA
chr3	170377960	NA
chr3	170385938	NA
chr3	170390567	NA
chr3	170390913	NA
chr3	170390959	NA
chr4	73862814	NA
chr4	73862865	NA
chr4	73862900	NA
chr4	73863304	NA
chr4	73863369	NA
chr4	73863391	NA
chr4	73863450	NA
chr4	73867915	NA
chr4	73881081	NA
chr4	73881322	NA
chr4	73881707	NA
chr4	73881886	NA
chr4	73882469	NA
chr4	73903103	NA
chr4	73913778	NA
chr4	73915108	NA
chr4	73915197	NA
chr4	73915296	NA
chr4	73917415	NA
chr4	73920622	NA
chr4	73920648	NA
chr4	73921373	NA
chr4	73922549	NA
chr4	73930552	exonic
chr4	73931143	NA
chr4	73931170	NA
chr4	73931526	NA
chr4	73933010	NA
chr4	73933633	NA
chr4	73934494	NA
chr4	73935357	exonic
chr4	73935403	UTR5
chr4	73935809	NA
chr4	73935809	NA
chr4	73935966	NA
chr4	73936369	NA
chr4	73936926	NA
chr4	73940743	NA
chr4	73942678	exonic
chr4	73943692	NA
chr4	73954240	NA
chr4	73956736	exonic
chr4	73958108	NA
chr4	73960360	NA
chr4	73960441	NA
chr4	73960454	NA
chr4	73987465	exonic
chr4	74013397	NA
chr4	74017201	exonic
chr4	74036166	NA
chr4	74074318	NA
chr4	74087193	NA
chr4	74087910	NA
chr4	74122744	NA
chr4	74123838	NA
chr4	74123886	NA
chr4	74124884	NA
chr4	74124992	NA
chr4	74125027	NA
chr4	74125990	NA
chr4	74130366	NA
chr4	74135538	NA
chr4	74140599	NA
chr4	74141448	NA
chr4	74142101	NA
chr4	74142103	NA
chr4	74142173	NA
chr4	74160364	NA
chr4	74177393	NA
chr4	74177397	NA
chr4	74207351	NA
chr4	74243123	NA
chr4	74243216	NA
chr4	74260515	NA
chr4	74266404	NA
chr4	74266983	NA
chr4	74267762	NA
chr4	74268013	NA
chr4	74269523	NA
chr4	74269645	NA
chr4	74269688	NA
chr4	74270424	NA
chr4	74271465	NA
chr4	74271839	NA
chr4	74271936	NA
chr4	74273913	NA
chr4	74274303	NA
chr4	74274961	NA
chr4	74275515	NA
chr4	74275821	NA
chr4	74276026	NA
chr4	74277341	NA
chr4	74277360	NA
chr4	74278162	NA
chr4	74278206	NA
chr4	74278270	NA
chr4	74278809	NA
chr4	74285239	exonic
chr4	74286873	NA
chr4	74287684	NA
chr4	74287685	NA
chr4	74287831	NA
chr4	74296972	NA
chr4	74296992	NA
chr4	74300996	NA
chr4	74301103	NA
chr4	74301313	NA
chr4	74301384	NA
chr4	74301675	NA
chr4	74307259	NA
chr4	74307721	NA
chr4	74308089	exonic
chr4	74308124	exonic
chr4	74308206	NA
chr4	74308487	NA
chr4	74310768	exonic
chr4	74312199	NA
chr4	74312368	NA
chr4	74312373	NA
chr4	74313193	exonic
chr4	74316729	NA
chr4	74318177	exonic
chr4	74321365	NA
chr4	74328806	NA
chr4	74332154	NA
chr4	74332222	NA
chr4	74347216	NA
chr4	74361142	exonic
chr4	74366205	NA
chr4	74366415	NA
chr4	74366587	NA
chr4	74366923	NA
chr4	74388990	NA
chr4	74394099	NA
chr4	74405844	NA
chr4	74406101	NA
chr4	74406322	NA
chr4	74438040	NA
chr4	74438988	NA
chr4	74440486	NA
chr4	74440552	NA
chr4	74440784	NA
chr4	74441253	NA
chr4	74441786	NA
chr4	74441879	NA
chr4	74442349	exonic
chr4	74447930	exonic
chr4	74451073	exonic
chr4	74451092	NA
chr4	74451259	NA
chr4	74451355	NA
chr4	74455381	NA
chr4	74455474	NA
chr4	74472268	NA
chr4	74478351	NA
chr4	74478402	NA
chr4	74480727	NA
chr4	74481279	NA
chr4	74481813	NA
chr4	74486245	NA
chr4	74486834	NA
chr4	74487264	NA
chr4	74488111	NA
chr4	74488232	NA
chr4	74488597	NA
chr4	74488632	NA
chr4	74516054	NA
chr4	74516128	NA
chr4	74519542	NA
chr4	74519733	NA
chr4	74520124	NA
chr4	74520217	NA
chr4	74528627	NA
chr4	74528673	NA
chr4	74528690	NA
chr4	74531806	NA
chr4	74534437	NA
chr4	95031989	NA
chr4	95032367	NA
chr4	95038691	NA
chr4	95039509	NA
chr4	95040022	NA
chr4	95048945	NA
chr4	95049023	NA
chr4	95049123	NA
chr4	95064162	NA
chr4	95068342	NA
chr4	95068826	NA
chr4	95068980	NA
chr4	95069152	NA
chr4	95069430	NA
chr4	95069794	NA
chr4	95070166	NA
chr4	95076673	NA
chr4	95076767	NA
chr4	95082171	NA
chr4	95086164	NA
chr4	95086345	NA
chr4	95086808	NA
chr4	95087218	NA
chr4	95087248	NA
chr4	95087340	NA
chr4	95087769	NA
chr4	95088095	NA
chr4	95088301	NA
chr4	95088558	NA
chr4	95097178	NA
chr4	95097180	NA
chr4	95103005	NA
chr4	95103040	NA
chr4	95103141	NA
chr4	95103466	NA
chr4	95103518	NA
chr4	95103519	NA
chr4	95103545	NA
chr4	95128033	NA
chr4	95128091	NA
chr4	95128677	NA
chr4	95129107	NA
chr4	95129238	NA
chr4	95129540	NA
chr4	95130025	NA
chr4	95133241	NA
chr4	95133876	NA
chr4	95134165	NA
chr4	95138308	NA
chr4	95138932	NA
chr4	95138975	NA
chr4	95139188	NA
chr4	95146281	NA
chr4	95146450	NA
chr4	95146952	NA
chr4	95147055	NA
chr4	95154186	NA
chr4	95166810	NA
chr4	95167086	NA
chr4	95167087	NA
chr4	95167088	NA
chr4	95170839	exonic
chr4	95171255	NA
chr4	95171284	NA
chr4	95171517	NA
chr4	95173779	exonic
chr4	95173810	exonic
chr4	95173928	exonic
chr4	95184861	NA
chr4	95185695	NA
chr4	95185829	NA
chr4	95185854	NA
chr4	95186055	exonic
chr4	95197520	exonic
chr4	95198930	NA
chr4	95210732	NA
chr4	95210855	NA
chr4	95211610	NA
chr4	95212185	NA
chr4	95212209	NA
chr4	95212306	NA
chr4	95219780	NA
chr4	95219857	NA
chr4	95226548	NA
chr4	95226756	NA
chr4	95254575	NA
chr4	95255212	NA
chr4	95255278	NA
chr4	95255637	NA
chr4	95255805	NA
chr4	95255941	NA
chr4	95256649	NA
chr4	95256832	NA
chr4	95257214	NA
chr4	95257352	NA
chr4	95257554	NA
chr4	95257627	NA
chr4	95257753	NA
chr4	95258094	NA
chr4	95258370	NA
chr4	95258401	NA
chr4	95258410	NA
chr4	95258655	NA
chr4	95258680	NA
chr4	95259235	NA
chr4	95259455	NA
chr4	95259996	NA
chr4	95260069	NA
chr4	95260301	NA
chr4	95260685	NA
chr4	95260834	NA
chr4	95261251	NA
chr4	95261411	NA
chr4	95261580	NA
chr4	95261689	NA
chr4	95261769	NA
chr4	95261781	NA
chr4	95261837	NA
chr4	95261840	NA
chr4	95261974	NA
chr4	95262018	NA
chr4	95264455	NA
chr4	95275842	NA
chr4	95286681	NA
chr4	95290250	NA
chr4	95312121	NA
chr4	95321099	NA
chr4	95321551	NA
chr4	95333381	NA
chr4	95342240	NA
chr4	95342369	NA
chr4	95342430	NA
chr4	95342526	NA
chr4	95343365	NA
chr4	95347099	NA
chr4	95348386	NA
chr4	95348880	NA
chr4	95349787	NA
chr4	95350480	NA
chr4	95351758	NA
chr4	95351789	NA
chr4	95368942	NA
chr4	95369277	NA
chr4	95370128	NA
chr4	95372082	NA
chr4	95372520	NA
chr4	95372865	NA
chr4	95373056	NA
chr4	95373070	NA
chr4	95373196	NA
chr4	95373466	NA
chr4	95374503	NA
chr4	95374890	NA
chr4	95375125	NA
chr4	95375949	NA
chr4	95376089	NA
chr4	95376504	exonic
chr4	95379741	NA
chr4	95380125	NA
chr4	95380147	NA
chr4	95380797	NA
chr4	95383826	NA
chr4	95384013	NA
chr4	95385075	NA
chr4	95391554	NA
chr4	95393029	NA
chr4	95393052	NA
chr4	95393066	NA
chr4	95393300	NA
chr4	95393450	NA
chr4	95394323	NA
chr4	95395388	NA
chr4	95395464	NA
chr4	95395868	NA
chr4	95396026	NA
chr4	95397367	NA
chr4	95397499	NA
chr4	95397726	NA
chr4	95397943	NA
chr4	95397977	NA
chr4	95398235	NA
chr4	95400847	NA
chr4	95406884	NA
chr4	95407747	NA
chr4	95407821	NA
chr4	95409930	NA
chr4	95410168	NA
chr4	95428800	NA
chr4	95429114	NA
chr4	95431403	NA
chr4	95433803	NA
chr4	95434236	NA
chr4	95434840	NA
chr4	95434984	NA
chr4	95435398	NA
chr4	95435399	NA
chr4	95435774	NA
chr4	95436626	NA
chr4	95436662	NA
chr4	95437443	NA
chr4	95437728	NA
chr4	95437921	NA
chr4	95438406	NA
chr4	95438615	NA
chr4	95438714	NA
chr4	95439154	NA
chr4	95439221	NA
chr4	95444255	NA
chr4	95444283	NA
chr4	95444407	NA
chr4	95445189	NA
chr4	95445191	NA
chr4	95445191	NA
chr4	95447258	NA
chr4	95447259	NA
chr4	95447392	NA
chr4	95448812	NA
chr4	95453735	NA
chr4	95455259	NA
chr4	95456313	NA
chr4	95458942	NA
chr4	95460949	NA
chr4	95460997	NA
chr4	95461136	NA
chr4	95461162	NA
chr4	95461425	NA
chr4	95461516	NA
chr4	95461559	NA
chr4	95461890	NA
chr4	95462421	NA
chr4	95463151	NA
chr4	95469083	NA
chr4	95474420	NA
chr4	95474562	NA
chr4	95474600	NA
chr4	95475634	NA
chr4	95475923	NA
chr4	95476182	NA
chr4	95476240	NA
chr4	95482820	NA
chr4	95483030	NA
chr4	95483113	NA
chr4	95493721	NA
chr4	95494126	NA
chr4	95495908	NA
chr4	95496882	exonic
chr4	95496940	exonic
chr4	95499467	NA
chr4	95505592	NA
chr4	95505935	NA
chr4	95505975	NA
chr4	95506214	NA
chr4	95506266	NA
chr4	95506293	NA
chr4	95506531	NA
chr4	95506538	NA
chr4	95506827	exonic
chr4	95506842	exonic
chr4	95507176	NA
chr4	95507643	NA
chr4	95508337	NA
chr4	95508613	NA
chr4	95508755	NA
chr4	95508865	NA
chr4	95524838	NA
chr4	95531417	exonic
chr4	95541974	NA
chr4	95543425	NA
chr4	95543891	NA
chr4	95544003	NA
chr4	95544162	NA
chr4	95544285	NA
chr4	95544326	NA
chr4	95544718	NA
chr4	95544764	NA
chr4	95545475	NA
chr4	95545476	NA
chr4	95545821	NA
chr4	95545906	NA
chr4	95546349	NA
chr4	95548297	NA
chr4	95548550	NA
chr4	95561459	exonic
chr4	95570425	NA
chr4	95570585	NA
chr4	95571235	NA
chr4	95571372	NA
chr4	95571388	NA
chr4	95571644	NA
chr4	95571655	NA
chr4	95571976	NA
chr4	95572699	NA
chr4	95572798	NA
chr4	95572942	NA
chr4	95574211	NA
chr4	95574708	NA
chr4	95575323	NA
chr4	95585202	exonic
chr4	95585225	NA
chr4	95585748	NA
chr4	95586015	NA
chr4	95586141	NA
chr4	95586224	NA
chr4	95586279	NA
chr4	95586315	NA
chr4	95586405	NA
chr4	95586657	NA
chr4	95586675	NA
chr4	95586716	NA
chr4	95586726	NA
chr4	95587259	NA
chr4	95587587	NA
chr4	95587675	NA
chr4	95587725	NA
chr4	95588075	NA
chr4	95588158	NA
chr4	95588274	NA
chr4	95588565	NA
chr4	95588674	NA
chr4	95588817	NA
chr4	95588823	NA
chr4	95589337	NA
chr4	95589477	NA
chr4	95589869	NA
chr4	95589897	NA
chr4	95590036	NA
chr4	95590158	NA
chr4	95591868	NA
chr4	95591976	NA
chr4	95592144	NA
chr4	95592377	NA
chr4	95592561	NA
chr4	95592586	NA
chr4	95593185	NA
chr4	95599798	NA
chr4	95600566	NA
chr4	95600782	NA
chr4	105563834	NA
chr4	105601915	NA
chr4	105617375	NA
chr4	105639761	NA
chr4	105639804	NA
chr4	105639814	NA
chr4	105639852	NA
chr4	105639857	NA
chr4	105639909	NA
chr4	105640291	NA
chr4	105640806	NA
chr4	105640872	NA
chr4	105640906	NA
chr4	105641173	NA
chr4	105641283	NA
chr4	105641298	NA
chr4	105641356	NA
chr4	105641553	NA
chr4	105641593	NA
chr4	105641619	NA
chr4	105649307	NA
chr4	105650036	NA
chr4	105651103	NA
chr4	105651187	NA
chr4	105670365	NA
chr4	105716977	NA
chr4	105735082	NA
chr4	105736544	NA
chr4	105736958	NA
chr4	105737250	NA
chr4	105747567	NA
chr4	105766828	NA
chr4	105781935	NA
chr4	105792262	NA
chr4	105801139	NA
chr4	105801220	NA
chr4	105801312	NA
chr4	105828590	NA
chr4	105840486	NA
chr4	105840846	NA
chr4	105843821	NA
chr4	105843889	NA
chr4	105852475	NA
chr4	105887520	NA
chr4	105887677	NA
chr4	105887763	NA
chr4	105888294	NA
chr4	105888417	NA
chr4	105888586	NA
chr4	105889330	NA
chr4	105891467	NA
chr4	105892565	NA
chr4	105892971	NA
chr4	105892977	NA
chr4	105893570	NA
chr4	105893668	NA
chr4	105894164	NA
chr4	105894294	NA
chr4	105894625	NA
chr4	105894642	NA
chr4	105944486	NA
chr4	105944654	NA
chr4	105972205	NA
chr4	105980621	NA
chr4	105980644	NA
chr4	105981733	NA
chr4	105982075	NA
chr4	105982076	NA
chr4	105982890	NA
chr4	105983304	NA
chr4	105983641	NA
chr4	105983673	NA
chr4	105983753	NA
chr4	105984033	NA
chr4	105984101	NA
chr4	106009763	NA
chr4	106009831	NA
chr4	106065112	NA
chr4	106065308	NA
chr4	106066137	NA
chr4	106066293	NA
chr4	106066446	NA
chr4	106066450	NA
chr4	106066820	NA
chr4	106066982	NA
chr4	106067127	NA
chr4	106067207	NA
chr4	106067359	NA
chr4	106067592	NA
chr4	106068498	NA
chr4	106068499	NA
chr4	106068702	NA
chr4	106069013	NA
chr4	106069239	NA
chr4	106069919	NA
chr4	106071064	NA
chr4	106085774	NA
chr4	106085781	NA
chr4	106110657	NA
chr4	106110661	NA
chr4	106110778	NA
chr4	106111271	NA
chr4	106111280	NA
chr4	106111401	NA
chr4	106112667	NA
chr4	106112676	NA
chr4	106113568	NA
chr4	106113683	NA
chr4	106113927	NA
chr4	106114011	NA
chr4	106114071	NA
chr4	106114076	NA
chr4	106114894	NA
chr4	106115033	NA
chr4	106127646	NA
chr4	106128108	NA
chr4	106128191	NA
chr4	106128192	NA
chr4	106128193	NA
chr4	106128194	NA
chr4	106128364	NA
chr4	106128656	NA
chr4	106128688	NA
chr4	106128760	NA
chr4	106128954	NA
chr4	106129878	NA
chr4	106132220	NA
chr4	106132320	NA
chr4	106133471	NA
chr4	106154259	NA
chr4	106154412	NA
chr4	106154500	NA
chr4	106154501	NA
chr4	106154535	NA
chr4	106155185	exonic
chr4	106155199	exonic
chr4	106155751	exonic
chr4	106156163	exonic
chr4	106156187	exonic
chr4	106157698	exonic
chr4	106158216	exonic
chr4	106158350	exonic
chr4	106158999	NA
chr4	106159264	NA
chr4	106159271	NA
chr4	106159582	NA
chr4	106159630	NA
chr4	106160133	NA
chr4	106160365	NA
chr4	106161271	NA
chr4	106162893	NA
chr4	106162922	NA
chr4	106163109	NA
chr4	106163909	NA
chr4	106190862	exonic
chr4	106196770	exonic
chr4	106196829	exonic
chr4	106196834	exonic
chr4	106196951	exonic
chr4	106197000	exonic
chr4	106197750	NA
chr4	106197936	NA
chr4	106197996	NA
chr4	106198336	NA
chr4	106198758	NA
chr4	106199505	NA
chr4	106200635	NA
chr4	106201556	NA
chr4	106201616	NA
chr4	106201684	NA
chr4	106266322	NA
chr4	106266620	NA
chr4	106267035	NA
chr4	106268640	NA
chr4	106268785	NA
chr4	106281708	NA
chr4	106281716	NA
chr4	106281778	NA
chr4	106282117	NA
chr4	106282165	NA
chr4	106290421	NA
chr4	106290487	NA
chr4	106290620	NA
chr4	106290757	NA
chr4	106290829	NA
chr4	106301898	NA
chr4	106301903	NA
chr4	106302076	NA
chr4	106302145	NA
chr4	106302180	NA
chr4	106302352	NA
chr4	106302408	NA
chr4	106302684	NA
chr4	106302720	NA
chr4	106303069	NA
chr4	106309938	NA
chr4	106309990	NA
chr4	106310010	NA
chr4	106310166	NA
chr4	106310220	NA
chr4	106310520	NA
chr4	106310589	NA
chr4	106317429	exonic
chr4	106319493	NA
chr4	106320446	NA
chr4	106356581	NA
chr4	106356594	NA
chr4	106356629	NA
chr4	106356687	NA
chr4	106356761	NA
chr4	106357680	NA
chr4	106357735	NA
chr4	106357740	NA
chr4	106357805	NA
chr4	106358028	NA
chr4	106358168	NA
chr4	106358280	NA
chr4	106358406	NA
chr4	106358418	NA
chr4	106358494	NA
chr4	106358553	NA
chr4	106358577	NA
chr4	106358767	NA
chr4	106359158	exonic
chr4	106359209	NA
chr4	106359393	NA
chr4	106359545	NA
chr4	106359580	NA
chr4	106359627	NA
chr4	106359985	NA
chr4	106359995	NA
chr4	106370816	NA
chr4	106371361	NA
chr4	106371556	NA
chr4	106375573	NA
chr4	106375734	NA
chr4	106375781	NA
chr4	106377533	NA
chr4	106377654	NA
chr4	106378002	NA
chr4	106378284	NA
chr4	106378522	NA
chr4	106378757	NA
chr4	106379942	NA
chr4	106389297	NA
chr4	106389337	NA
chr4	106389388	NA
chr4	106393441	NA
chr4	106393547	NA
chr4	106393594	NA
chr4	106394031	NA
chr4	106394380	NA
chr4	106394478	NA
chr4	106394792	NA
chr4	106394926	NA
chr4	106394997	NA
chr4	106395144	exonic
chr4	106395181	exonic
chr4	106396138	NA
chr4	106396144	NA
chr4	106406529	NA
chr4	106407156	NA
chr4	106413475	NA
chr4	106413700	NA
chr4	106413713	NA
chr4	106413825	NA
chr4	106414041	NA
chr4	106414604	NA
chr4	106414970	NA
chr4	106415094	NA
chr4	106418260	NA
chr4	106422536	NA
chr4	106422661	NA
chr4	106422694	NA
chr4	106423757	NA
chr4	106423950	NA
chr4	106424027	NA
chr4	106424538	NA
chr4	106424589	NA
chr4	106425148	NA
chr4	106425248	NA
chr4	106425823	NA
chr4	106425877	NA
chr4	106426276	NA
chr4	106426718	NA
chr4	106427104	NA
chr4	106433376	NA
chr4	106433443	NA
chr4	106442201	NA
chr4	106442210	NA
chr4	106472052	NA
chr4	106472259	NA
chr4	106472577	NA
chr4	106473303	NA
chr4	106473358	NA
chr4	106474078	exonic
chr4	106474225	NA
chr4	106474400	NA
chr4	106474576	NA
chr4	106474844	NA
chr4	106474975	NA
chr4	106475043	NA
chr4	106475092	NA
chr4	106475202	NA
chr4	106475267	NA
chr4	106475535	NA
chr4	106475622	NA
chr4	106475648	NA
chr4	106475911	NA
chr4	106475913	NA
chr4	106475914	NA
chr4	106475994	NA
chr4	106476099	NA
chr4	106476101	NA
chr4	106476143	NA
chr4	106476145	NA
chr4	106476262	NA
chr4	106477077	NA
chr4	106477417	NA
chr4	106480674	NA
chr4	106480737	NA
chr4	106480833	NA
chr4	106481673	NA
chr4	106482185	NA
chr4	106482211	NA
chr4	106482235	NA
chr4	106482554	NA
chr4	106482576	NA
chr4	106482581	NA
chr4	106482616	NA
chr4	106482621	NA
chr4	106482626	NA
chr4	106482631	NA
chr4	106482636	NA
chr4	106482641	NA
chr4	106482646	NA
chr4	106482651	NA
chr4	106482696	NA
chr4	106482715	NA
chr4	106482757	NA
chr4	106482887	NA
chr4	106482906	NA
chr4	106483327	NA
chr4	106483615	NA
chr4	106483851	NA
chr4	106483898	NA
chr4	106483929	NA
chr4	106484826	NA
chr4	106484832	NA
chr4	106485194	NA
chr4	106485240	NA
chr4	106485395	NA
chr4	106485474	NA
chr4	106485569	NA
chr4	106485745	NA
chr4	106485836	NA
chr4	106486217	NA
chr4	106486584	NA
chr4	106486617	NA
chr4	106487057	NA
chr4	106487156	NA
chr4	106487288	NA
chr4	106487355	NA
chr4	106487544	NA
chr4	106487915	NA
chr4	106488192	NA
chr4	106489264	NA
chr4	106489559	NA
chr4	106489568	NA
chr4	106489887	NA
chr4	106490132	NA
chr4	106491203	NA
chr4	106491511	NA
chr4	106491641	NA
chr4	106491954	NA
chr4	106492228	NA
chr4	106492550	NA
chr4	106493339	NA
chr4	106493341	NA
chr4	106493395	NA
chr4	106493509	NA
chr4	106493969	NA
chr4	106504147	NA
chr4	106504490	NA
chr4	106504568	NA
chr4	106504602	NA
chr4	106504630	NA
chr4	106504849	NA
chr4	106504943	NA
chr4	106505353	NA
chr4	106505652	NA
chr4	106505918	NA
chr4	106506172	NA
chr4	106506244	NA
chr4	106506326	NA
chr4	106506654	NA
chr4	106506655	NA
chr4	106507099	NA
chr4	106507138	NA
chr4	106507140	NA
chr4	106507536	NA
chr4	106508033	NA
chr4	106508526	NA
chr4	106508657	NA
chr4	106508868	NA
chr4	106509092	NA
chr4	106509093	NA
chr4	106509095	NA
chr4	106509095	NA
chr4	106509110	NA
chr4	106509644	NA
chr4	106510470	exonic
chr4	106511122	NA
chr4	106511146	NA
chr4	106511488	NA
chr4	106512472	NA
chr4	106512901	NA
chr4	106513533	NA
chr4	106513617	NA
chr4	106513974	NA
chr4	106513988	NA
chr4	106514066	NA
chr4	106514427	NA
chr4	106514563	NA
chr4	106514682	NA
chr4	106514711	NA
chr4	106514797	NA
chr4	106514978	NA
chr4	106515239	NA
chr4	106515481	NA
chr4	106515813	NA
chr4	106516028	NA
chr4	106516262	NA
chr4	106516686	NA
chr4	106516724	NA
chr4	106517117	NA
chr4	106517449	NA
chr4	106517794	NA
chr4	106517866	NA
chr4	106517999	NA
chr4	106518197	NA
chr4	106518198	NA
chr4	106518916	NA
chr4	106518968	NA
chr4	106518970	NA
chr4	106519487	NA
chr4	106519627	NA
chr4	106519663	NA
chr4	106519944	NA
chr4	106520325	NA
chr4	106520435	NA
chr4	106520742	NA
chr4	106520852	NA
chr4	106521514	NA
chr4	106533465	NA
chr4	106533472	NA
chr4	106534110	NA
chr4	106534157	NA
chr4	106534425	NA
chr4	106534531	NA
chr4	106534600	exonic
chr4	106534691	NA
chr4	106535062	NA
chr4	106535314	NA
chr4	106535402	NA
chr4	106535666	NA
chr4	106536437	NA
chr4	106538537	NA
chr4	106538922	NA
chr4	106539468	NA
chr4	106540698	NA
chr4	106541028	NA
chr4	106541166	NA
chr4	106541294	NA
chr4	106552414	NA
chr4	106552554	NA
chr4	106552733	NA
chr4	106553247	NA
chr4	106553364	NA
chr4	106553371	NA
chr4	106554158	NA
chr4	106554429	NA
chr4	106555539	NA
chr4	106555882	NA
chr4	106556398	NA
chr4	106556518	NA
chr4	106556524	NA
chr4	106556956	NA
chr4	106556961	NA
chr4	106557429	NA
chr4	106558610	NA
chr4	106558893	NA
chr5	844841	NA
chr5	844932	NA
chr5	845481	NA
chr5	845535	NA
chr5	845673	NA
chr5	845978	NA
chr5	846658	NA
chr5	847220	NA
chr5	847255	NA
chr5	847521	NA
chr5	847547	NA
chr5	848710	exonic
chr5	848962	NA
chr5	849047	NA
chr5	849248	NA
chr5	849504	NA
chr5	849605	NA
chr5	849627	NA
chr5	849709	NA
chr5	850066	NA
chr5	850072	NA
chr5	850203	NA
chr5	850223	NA
chr5	850280	NA
chr5	850473	NA
chr5	850770	NA
chr5	850773	NA
chr5	850827	NA
chr5	850943	NA
chr5	851002	NA
chr5	851046	NA
chr5	851067	NA
chr5	851114	NA
chr5	851237	NA
chr5	851582	NA
chr5	852474	NA
chr5	854677	NA
chr5	858251	NA
chr5	859609	NA
chr5	861714	NA
chr5	861905	NA
chr5	862182	NA
chr5	862220	NA
chr5	862414	NA
chr5	862957	NA
chr5	862965	NA
chr5	863097	NA
chr5	864466	NA
chr5	865177	NA
chr5	865411	NA
chr5	865970	NA
chr5	868694	NA
